Gene	description	family	hgnc_id	entrez_id	ensemble_id	location	pubmed_id	Vulnerable_Cell_lines_perc	Ribosomal_Proteins	DNA_replication	RNA_polymerase	Proteasome	Spliceosome	Histones	curated_BAGEL_essential	curated_BAGEL_nonEssential	ADM_PanCancer_CF	Vuln_CL_perc.Bone	Bone	Vuln_CL_perc.Breast	Breast	Vuln_CL_perc.Central.Nervous.System	Central.Nervous.System	Vuln_CL_perc.Endometrium	Endometrium	Vuln_CL_perc.Esophagus	Esophagus	Vuln_CL_perc.Haematopoietic.and.Lymphoid	Haematopoietic.and.Lymphoid	Vuln_CL_perc.Head.and.Neck	Head.and.Neck	Vuln_CL_perc.Large.Intestine	Large.Intestine	Vuln_CL_perc.Lung	Lung	Vuln_CL_perc.Ovary	Ovary	Vuln_CL_perc.Pancreas	Pancreas	Vuln_CL_perc.Peripheral.Nervous.System	Peripheral.Nervous.System	Vuln_CL_perc.Stomach	Stomach
DDX18	DEAD-box helicase 18	DEAD-box helicases	HGNC:2741	8886	ENSG00000088205	02q14.1	8861962	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	96	CF	91.1764705882353	CF	100	CF	100	CF	100	CF	100	CF	90.625	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
DHX16	DEAH-box helicase 16	DEAH-box helicases	HGNC:2739	8449	ENSG00000204560	06p21.33	9547260|20423332	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	92.3076923076923	CF	85.7142857142857	CF	97.0588235294118	CF	96.875	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
DYNC1H1	dynein cytoplasmic 1 heavy chain 1	Dyneins, cytoplasmic	HGNC:2961	1778	ENSG00000197102	14q32.31	16260502|8666668	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	94.1176470588235	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	93.75	CF	92.8571428571429	CF	96.7741935483871	CF	100	CF	100	CF	92.8571428571429	CF
GINS2	GINS complex subunit 2	GINS complex	HGNC:24575	51659	ENSG00000131153	16q24.1	11042152|10810093	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	96	CF	100	CF	87.5	CF	100	CF	100	CF	97.0588235294118	CF	96.875	CF	95.2380952380952	CF	93.5483870967742	CF	100	CF	100	CF	85.7142857142857	CF
GNL3	G protein nucleolar 3		HGNC:29931	26354	ENSG00000163938	03p21.1	11085516|12464630	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	90.625	CF	95.2380952380952	CF	93.5483870967742	CF	100	CF	100	CF	92.8571428571429	CF
HNRNPL	heterogeneous nuclear ribonucleoprotein L	RNA binding motif containing	HGNC:5045	3191	ENSG00000104824	19q13.2	2687284	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	94.1176470588235	CF	75		100	CF	100	CF	100	CF	93.75	CF	97.6190476190476	CF	90.3225806451613	CF	100	CF	100	CF	92.8571428571429	CF
MFAP1	microfibrillar associated protein 1		HGNC:7032	4236	ENSG00000140259	15q15.3	7835894	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	100	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	85.7142857142857	CF	94.1176470588235	CF	96.875	CF	100	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
NCBP1	nuclear cap binding protein subunit 1		HGNC:7658	4686	ENSG00000136937	09q22.33	7937105|8812508	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	100	CF	91.1764705882353	CF	87.5	CF	100	CF	100	CF	100	CF	90.625	CF	100	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
RPS24	ribosomal protein S24	S ribosomal proteins	HGNC:10411	6229	ENSG00000138326	10q22.3	9027498|9582194	96.6153846153846	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	92	CF	100	CF	100	CF	100	CF	100	CF	97.0588235294118	CF	84.375	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
UFD1L	ubiquitin fusion degradation 1 like (yeast)		HGNC:12520	7353	ENSG00000070010	22q11.21	9063746	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	96	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	93.75	CF	95.2380952380952	CF	96.7741935483871	CF	95.6521739130435	CF	94.1176470588235	CF	100	CF
WDR70	WD repeat domain 70	WD repeat domain containing	HGNC:25495	55100	ENSG00000082068	05p13.2	12477932	96.6153846153846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	94.1176470588235	CF	100	CF	96.1538461538462	CF	100	CF	97.0588235294118	CF	93.75	CF	95.2380952380952	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
CENPM	centromere protein M	Minor histocompatibility antigens	HGNC:18352	79019	ENSG00000100162	22q13.2	16622420|16622419	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	100	CF	94.1176470588235	CF	87.5	CF	100	CF	100	CF	100	CF	93.75	CF	90.4761904761905	CF	100	CF	95.6521739130435	CF	100	CF	92.8571428571429	CF
EIF3D	eukaryotic translation initiation factor 3 subunit D	Eukaryotic translation initiation factor 3	HGNC:3278	8664	ENSG00000100353	22q12.3	9341143	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	96	CF	94.1176470588235	CF	87.5	CF	96.1538461538462	CF	100	CF	94.1176470588235	CF	93.75	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	92.8571428571429	CF
EPRS	glutamyl-prolyl-tRNA synthetase	Aminoacyl tRNA synthetases, Class I|Aminoacyl tRNA synthetases, Class II	HGNC:3418	2058	ENSG00000136628	01q41	1988429	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	75		100	CF	100	CF	97.0588235294118	CF	90.625	CF	95.2380952380952	CF	96.7741935483871	CF	100	CF	100	CF	92.8571428571429	CF
GARS	glycyl-tRNA synthetase	Aminoacyl tRNA synthetases, Class II	HGNC:4162	2617	ENSG00000106105	07p14.3	8595897|8872480	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	87.5	CF	95.2380952380952	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
LUC7L3	LUC7 like 3 pre-mRNA splicing factor		HGNC:24309	51747	ENSG00000108848	17q21.33	10631324|12565863|17726058	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	87.5	CF	96.1538461538462	CF	100	CF	97.0588235294118	CF	90.625	CF	95.2380952380952	CF	100	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
MDN1	midasin AAA ATPase 1	AAA ATPases	HGNC:18302	23195	ENSG00000112159	06q15	12102729	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	75		100	CF	92.8571428571429	CF	100	CF	90.625	CF	92.8571428571429	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
NAPA	NSF attachment protein alpha		HGNC:7641	8775	ENSG00000105402	19q13.33	9269766	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	100	CF	87.5	CF	100	CF	92.8571428571429	CF	100	CF	100	CF	95.2380952380952	CF	96.7741935483871	CF	100	CF	70.5882352941177		100	CF
POLR2G	RNA polymerase II subunit G	RNA polymerase subunits	HGNC:9194	5436	ENSG00000168002	11q12.3	7579693|9256063	96.3076923076923	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	92.8571428571429	CF	97.0588235294118	CF	96.875	CF	92.8571428571429	CF	90.3225806451613	CF	95.6521739130435	CF	94.1176470588235	CF	100	CF
PSMD14	proteasome 26S subunit, non-ATPase 14	Proteasome	HGNC:16889	10213	ENSG00000115233	02q24.2	9374539	96.3076923076923	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	96	CF	91.1764705882353	CF	100	CF	100	CF	85.7142857142857	CF	100	CF	96.875	CF	97.6190476190476	CF	90.3225806451613	CF	100	CF	100	CF	100	CF
PSMD3	proteasome 26S subunit, non-ATPase 3	Proteasome	HGNC:9560	5709	ENSG00000108344	17q21.1	9017604	96.3076923076923	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	100	CF	100	CF	92.3076923076923	CF	78.5714285714286		97.0588235294118	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
RPL4	ribosomal protein L4	L ribosomal proteins	HGNC:10353	6124	ENSG00000174444	15q22.31	9582194|8268230	96.3076923076923	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	88	CF	97.0588235294118	CF	100	CF	100	CF	85.7142857142857	CF	100	CF	87.5	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
RPL7L1	ribosomal protein L7 like 1	L ribosomal proteins	HGNC:21370	285855	ENSG00000146223	06p21.1		96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	92	CF	97.0588235294118	CF	100	CF	92.3076923076923	CF	100	CF	100	CF	96.875	CF	95.2380952380952	CF	93.5483870967742	CF	95.6521739130435	CF	100	CF	100	CF
SLU7	SLU7 homolog, splicing factor		HGNC:16939	10569	ENSG00000164609	05q33.3	10197984|15728250	96.3076923076923	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	93.75	CF	95.2380952380952	CF	96.7741935483871	CF	95.6521739130435	CF	88.2352941176471	CF	92.8571428571429	CF
TOPBP1	topoisomerase (DNA) II binding protein 1	BRCA1 B complex	HGNC:17008	11073	ENSG00000163781	03q22.1	9461304|9039502	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	92	CF	94.1176470588235	CF	100	CF	96.1538461538462	CF	85.7142857142857	CF	100	CF	90.625	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
UBB	ubiquitin B		HGNC:12463	7314	ENSG00000170315	17p11.2	2154095	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	92.3076923076923	CF	85.7142857142857	CF	97.0588235294118	CF	90.625	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
VARS	valyl-tRNA synthetase	Aminoacyl tRNA synthetases, Class I	HGNC:12651	7407	ENSG00000204394	06p21.33	15779907	96.3076923076923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	92	CF	97.0588235294118	CF	100	CF	100	CF	85.7142857142857	CF	100	CF	90.625	CF	95.2380952380952	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
DTL	denticleless E3 ubiquitin protein ligase homolog	WD repeat domain containing|DDB1 and CUL4 associated factors	HGNC:30288	51514	ENSG00000143476	01q32.3	11278750	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	88	CF	100	CF	87.5	CF	100	CF	92.8571428571429	CF	97.0588235294118	CF	90.625	CF	100	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
FARSB	phenylalanyl-tRNA synthetase beta subunit	Aminoacyl tRNA synthetases, Class II	HGNC:17800	10056	ENSG00000116120	02q36.1	10049785	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	100	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	96.875	CF	92.8571428571429	CF	93.5483870967742	CF	91.304347826087	CF	100	CF	92.8571428571429	CF
GNB2L1								96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	100	CF	97.0588235294118	CF	87.5	CF	100	CF	100	CF	100	CF	87.5	CF	92.8571428571429	CF	100	CF	95.6521739130435	CF	100	CF	85.7142857142857	CF
GPN1	GPN-loop GTPase 1	GPN-loop GTPases	HGNC:17030	11321	ENSG00000198522	02p23.3	11058119|11124703	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	93.75	CF	95.2380952380952	CF	93.5483870967742	CF	100	CF	94.1176470588235	CF	85.7142857142857	CF
MCM3AP	minichromosome maintenance complex component 3 associated protein	Transcription and export complex 2	HGNC:6946	8888	ENSG00000160294	21q22.3	9712829|16914116|21195085	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	91.1764705882353	CF	100	CF	88.4615384615385	CF	100	CF	100	CF	93.75	CF	95.2380952380952	CF	100	CF	100	CF	100	CF	100	CF
NEDD1	neural precursor cell expressed, developmentally down-regulated 1	WD repeat domain containing	HGNC:7723	121441	ENSG00000139350	12q23.1		96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	85.7142857142857	CF	100	CF	100	CF	92.8571428571429	CF	90.3225806451613	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
NSA2	NSA2, ribosome biogenesis homolog		HGNC:30728	10412	ENSG00000164346	05q13.3	11124703|10486207	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	96	CF	94.1176470588235	CF	87.5	CF	92.3076923076923	CF	100	CF	97.0588235294118	CF	93.75	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	92.8571428571429	CF
NUP133	nucleoporin 133	Minor histocompatibility antigens|Nucleoporins	HGNC:18016	55746	ENSG00000069248	01q42.13	11684705	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	91.1764705882353	CF	87.5	CF	92.3076923076923	CF	92.8571428571429	CF	100	CF	90.625	CF	100	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
RPL35	ribosomal protein L35	L ribosomal proteins	HGNC:10344	11224	ENSG00000136942	09q33.3	11401437	96	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	85.7142857142857	CF	100	CF	90.625	CF	95.2380952380952	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
RPL38	ribosomal protein L38	L ribosomal proteins	HGNC:10349	6169	ENSG00000172809	17q25.1	9582194	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	96	CF	100	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	90.625	CF	95.2380952380952	CF	93.5483870967742	CF	91.304347826087	CF	94.1176470588235	CF	100	CF
SDAD1	SDA1 domain containing 1		HGNC:25537	55153	ENSG00000198301	04q21.1	11483580	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	92.8571428571429	CF	100	CF	96.875	CF	92.8571428571429	CF	90.3225806451613	CF	100	CF	88.2352941176471	CF	100	CF
SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	RNA helicases	HGNC:30859	23020	ENSG00000144028	02q11.2	9872452|8670905|9774689|9539711|16612614|19878916	96	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	94.1176470588235	CF	100	CF	96.1538461538462	CF	100	CF	97.0588235294118	CF	93.75	CF	100	CF	96.7741935483871	CF	100	CF	76.4705882352941		92.8571428571429	CF
SUPT6H	SPT6 homolog, histone chaperone	SH2 domain containing	HGNC:11470	6830	ENSG00000109111	17q11.2	8786132|23503590	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	88	CF	94.1176470588235	CF	100	CF	92.3076923076923	CF	100	CF	100	CF	87.5	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
TRAPPC3	trafficking protein particle complex 3	Trafficking protein particle complex	HGNC:19942	27095	ENSG00000054116	01p34.3	8619474	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	96.1538461538462	CF	85.7142857142857	CF	100	CF	93.75	CF	92.8571428571429	CF	93.5483870967742	CF	100	CF	100	CF	92.8571428571429	CF
TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	RNA binding motif containing|Non-canonical poly(A) polymerases	HGNC:26184	64852	ENSG00000149016	11q12.3	16790842	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	91.1764705882353	CF	100	CF	96.1538461538462	CF	78.5714285714286		100	CF	90.625	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)		HGNC:17854	26019	ENSG00000151461	10p14	11073994|11113196	96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	92	CF	94.1176470588235	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	90.4761904761905	CF	90.3225806451613	CF	100	CF	100	CF	100	CF
CDC23	cell division cycle 23	Anaphase promoting complex |Tetratricopeptide repeat domain containing	HGNC:1724	8697	ENSG00000094880	05q31.2	9790767	95.6923076923077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	91.1764705882353	CF	87.5	CF	100	CF	78.5714285714286		100	CF	93.75	CF	95.2380952380952	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
DDX10	DEAD-box helicase 10	DEAD-box helicases	HGNC:2735	1662	ENSG00000178105	11q22.3	8660968	95.6923076923077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	88	CF	97.0588235294118	CF	87.5	CF	100	CF	100	CF	97.0588235294118	CF	90.625	CF	97.6190476190476	CF	96.7741935483871	CF	95.6521739130435	CF	100	CF	92.8571428571429	CF
PAM16	presequence translocase associated motor 16 homolog		HGNC:29679	51025	ENSG00000217930	16p13.3	10810093|11750097	95.6923076923077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	94.1176470588235	CF	100	CF	100	CF	100	CF	100	CF	84.375	CF	95.2380952380952	CF	100	CF	95.6521739130435	CF	94.1176470588235	CF	100	CF
RPS16	ribosomal protein S16	S ribosomal proteins	HGNC:10396	6217	ENSG00000105193	19q13.1	2016298|9582194	95.6923076923077	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	94.1176470588235	CF	87.5	CF	100	CF	92.8571428571429	CF	100	CF	93.75	CF	97.6190476190476	CF	90.3225806451613	CF	100	CF	82.3529411764706	CF	92.8571428571429	CF
RTFDC1	replication termination factor 2 domain containing 1		HGNC:15890	51507	ENSG00000022277	20q13.31		95.6923076923077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	84.375	CF	100	CF	90.3225806451613	CF	100	CF	100	CF	92.8571428571429	CF
TRAPPC8	trafficking protein particle complex 8	Trafficking protein particle complex	HGNC:29169	22878	ENSG00000153339	18q12.1	10231032|11230166	95.6923076923077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	96	CF	94.1176470588235	CF	100	CF	92.3076923076923	CF	92.8571428571429	CF	97.0588235294118	CF	90.625	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
ANAPC4	anaphase promoting complex subunit 4	Anaphase promoting complex 	HGNC:19990	29945	ENSG00000053900	04p15.2	6180011	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	92	CF	100	CF	87.5	CF	100	CF	92.8571428571429	CF	100	CF	84.375	CF	95.2380952380952	CF	100	CF	95.6521739130435	CF	88.2352941176471	CF	100	CF
ATP6V0C	ATPase H+ transporting V0 subunit c	V-type ATPases	HGNC:855	527	ENSG00000185883	16p13.3	1709739|8250920	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	83.3333333333333		100	CF	85.2941176470588	CF	87.5	CF	100	CF	100	CF	91.1764705882353	CF	96.875	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
EIF2B3	eukaryotic translation initiation factor 2B subunit gamma		HGNC:3259	8891	ENSG00000070785	01p34.1	10900014	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	88	CF	91.1764705882353	CF	100	CF	96.1538461538462	CF	92.8571428571429	CF	97.0588235294118	CF	93.75	CF	100	CF	93.5483870967742	CF	100	CF	100	CF	92.8571428571429	CF
ESPL1	extra spindle pole bodies like 1, separase		HGNC:16856	9700	ENSG00000135476	12q13.13	8724849|16258266	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	94.1176470588235	CF	87.5	CF	100	CF	92.8571428571429	CF	100	CF	90.625	CF	95.2380952380952	CF	93.5483870967742	CF	95.6521739130435	CF	100	CF	85.7142857142857	CF
FBXO5	F-box protein 5	F-boxes other	HGNC:13584	26271	ENSG00000112029	06q25.2	10531035|10531037	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	92	CF	100	CF	100	CF	100	CF	71.4285714285714		100	CF	96.875	CF	95.2380952380952	CF	93.5483870967742	CF	100	CF	82.3529411764706	CF	92.8571428571429	CF
PSMC4	proteasome 26S subunit, ATPase 4	AAA ATPases|Proteasome	HGNC:9551	5704	ENSG00000013275	19q13.11-q13.13	9473509|8603043	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	91.1764705882353	CF	87.5	CF	92.3076923076923	CF	92.8571428571429	CF	94.1176470588235	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	88.2352941176471	CF	100	CF
RPF2	ribosome production factor 2 homolog		HGNC:20870	84154	ENSG00000197498	06q21	12048200	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	94.1176470588235	CF	87.5	CF	96.1538461538462	CF	100	CF	100	CF	96.875	CF	90.4761904761905	CF	96.7741935483871	CF	95.6521739130435	CF	100	CF	92.8571428571429	CF
RPL35A	ribosomal protein L35a	L ribosomal proteins	HGNC:10345	6165	ENSG00000182899	03q29	1577483|8786106	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	80	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	100	CF	97.0588235294118	CF	93.75	CF	100	CF	87.0967741935484	CF	100	CF	94.1176470588235	CF	100	CF
WBSCR22	Williams-Beuren syndrome chromosome region 22		HGNC:16405	114049	ENSG00000071462	07q11.23	12073013|11978965|21148752	95.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	88	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	97.0588235294118	CF	93.75	CF	95.2380952380952	CF	93.5483870967742	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
CENPN	centromere protein N		HGNC:30873	55839	ENSG00000166451	16q23.2	16622419	95.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	94.1176470588235	CF	100	CF	92.3076923076923	CF	92.8571428571429	CF	100	CF	96.875	CF	92.8571428571429	CF	93.5483870967742	CF	95.6521739130435	CF	100	CF	85.7142857142857	CF
DDX54	DEAD-box helicase 54	DEAD-box helicases	HGNC:20084	79039	ENSG00000123064	12q24.13	12466272	95.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	92	CF	97.0588235294118	CF	75		92.3076923076923	CF	100	CF	97.0588235294118	CF	90.625	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	92.8571428571429	CF
HCFC1	host cell factor C1	X-linked mental retardation|Protein phosphatase 1 regulatory subunits|ATAC complex	HGNC:4839	3054	ENSG00000172534	Xq28	8392914|23000143	95.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	92	CF	88.2352941176471	CF	87.5	CF	96.1538461538462	CF	100	CF	100	CF	90.625	CF	97.6190476190476	CF	93.5483870967742	CF	100	CF	94.1176470588235	CF	100	CF
HEATR1	HEAT repeat containing 1	Minor histocompatibility antigens	HGNC:25517	55127	ENSG00000119285	01q43	17699751	95.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	91.6666666666667	CF	100	CF	97.0588235294118	CF	75		100	CF	92.8571428571429	CF	97.0588235294118	CF	90.625	CF	90.4761904761905	CF	96.7741935483871	CF	100	CF	100	CF	85.7142857142857	CF
LCE1E	late cornified envelope 1E	Late cornified envelope proteins	HGNC:29466	353135	ENSG00000186226	01q21.3	11698679	95.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	88.2352941176471	CF	100	CF	88.4615384615385	CF	100	CF	94.1176470588235	CF	90.625	CF	92.8571428571429	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
